Type,Source Database,ID,Name
Tissue,Pharos,CL:0000508,G cell
Tissue,Pharos,CL:0000236,B-lymphocyte
Tissue,Pharos,UBERON:0003244,Mammary epithelium
Tissue,Pharos,UBERON:0002331,Umbilical cord
Tissue,Pharos,UBERON:0002027,Stratum corneum
Tissue,Pharos,UBERON:0005975,Hair follicle bulge
Tissue,Pharos,UBERON:0001498,Foot muscle
Tissue,Pharos,UBERON:0000009,Submucosa
Tissue,Pharos,CL:0000918,TC2 cell
Tissue,Pharos,UBERON:0001649,Glossopharyngeal nerve
Tissue,Pharos,UBERON:0001344,Vaginal epithelium
Tissue,Pharos,UBERON:0001959,spleen - cells in white pulp
Tissue,Pharos,UBERON:0001697,Orbit
Tissue,Pharos,UBERON:0002165,Endocardium
Tissue,Pharos,UBERON:0003040,"periaquaductal grey, anterior"
Tissue,Pharos,UBERON:0001679,Ethmoid bone
Tissue,Pharos,UBERON:0001932,Arcuate nucleus
Tissue,Pharos,UBERON:0000454,Cerebral subcortex
Tissue,Pharos,UBERON:0003295,Pharyngeal gland
Tissue,Pharos,UBERON:0004464,Thorax muscle
Tissue,Pharos,UBERON:0000371,Syncytiotrophoblast
Tissue,Pharos,UBERON:0001999,Iliopsoas muscle
Tissue,Pharos,CL:0000059,Ameloblast
Tissue,Pharos,UBERON:0002034,suprachiasmatic nucleus
Tissue,Pharos,UBERON:0001245,Anus
Tissue,Pharos,CL:0000169,Pancreatic beta cell
Tissue,Pharos,UBERON:0001213,Villus
Tissue,Pharos,CL:0000786,Plasma cell
Tissue,Pharos,UBERON:0001300,Scrotum
Tissue,Pharos,UBERON:0002240,Adult Spinal Cord
Tissue,Pharos,UBERON:0001811,Conjunctiva
Tissue,Pharos,UBERON:0001832,Sublingual gland
Tissue,Pharos,UBERON:0000370,Adductor magnus
Tissue,Pharos,UBERON:0016634,"premotor cortex, dorsal"
Tissue,Pharos,UBERON:0003029,"stria terminalis, bed nucleus"
Tissue,Pharos,UBERON:0000458,Endocervix
Tissue,Pharos,UBERON:0001733,Velum
Tissue,Pharos,UBERON:0001372,Psoas minor
Tissue,Pharos,UBERON:0001296,Myometrium
Tissue,Pharos,UBERON:0008320,Common penile artery
Tissue,Pharos,CL:0000188,Skeletal muscle cell
Tissue,Pharos,CL:0002214,Fast twitch muscle fiber
Tissue,Pharos,UBERON:0002623,Cerebral peduncle
Tissue,Pharos,UBERON:0001943,dorsolateral tegmental area
Tissue,Pharos,UBERON:0000074,kidney - cells in glomeruli
Tissue,Pharos,CL:0000091,Kupffer cell
Tissue,Pharos,UBERON:0000390,Lens nucleus
Tissue,Pharos,UBERON:0000990,Reproductive system
Tissue,Pharos,UBERON:0016633,parvicellular reticular nuclei
Tissue,Pharos,CL:0000510,Paneth cell
Tissue,Pharos,UBERON:0002148,locus coeruleus
Tissue,Pharos,UBERON:0001235,Adrenal cortex
Tissue,Pharos,UBERON:0001765,Mammary duct
Tissue,Pharos,UBERON:0009961,Excretory gland
Tissue,Pharos,UBERON:0001455,Cuboid bone
Tissue,Pharos,UBERON:0006849,Scapula
Tissue,Pharos,UBERON:0001926,lateral geniculate body
Tissue,Pharos,UBERON:0001547,Small saphenous vein
Tissue,Pharos,UBERON:0002351,Sinus node
Tissue,Pharos,UBERON:0001913,BTO:0000868
Tissue,Pharos,UBERON:0001343,Seminiferous tubule
Tissue,Pharos,UBERON:0004720,vermis
Patient,TCGA,TCGA-DK-A6B2,Bladder
Patient,TCGA,TCGA-FD-A3B7,Bladder
Patient,TCGA,TCGA-CQ-A4C7,Floor of mouth
Patient,TCGA,TCGA-D1-A0ZO,Corpus uteri
Patient,TCGA,TCGA-CV-7406,Base of tongue
Patient,TCGA,TCGA-BP-4986,Kidney
Patient,TCGA,TCGA-IK-8125,Brain
Patient,TCGA,1037,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-DW-5560,Kidney
Patient,TCGA,TCGA-AA-3950,Colon
Patient,TCGA,TCGA-EJ-7123,Prostate gland
Patient,TCGA,TCGA-A2-A0YT,Breast
Patient,TCGA,TCGA-AX-A1CP,Corpus uteri
Patient,TCGA,TCGA-33-4533,Bronchus and lung
Patient,TCGA,1026,Hematopoietic and reticuloendothelial systems
Patient,TCGA,1033,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-CI-6620,Rectum
Patient,TCGA,TCGA-BP-4965,Kidney
Patient,TCGA,TCGA-AZ-4681,Colon
Patient,TCGA,TCGA-CN-6021,Larynx
Patient,TCGA,TCGA-AZ-4313,Colon
Patient,TCGA,TCGA-BT-A3PJ,Bladder
Patient,TCGA,TCGA-CH-5753,Prostate gland
Patient,TCGA,TCGA-CS-6670,Brain
Patient,TCGA,TCGA-12-0653,Brain
Patient,TCGA,1015,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-EJ-7791,Prostate gland
Patient,TCGA,TCGA-DK-A1A5,Bladder
Patient,TCGA,TCGA-HT-7604,Brain
Patient,TCGA,TCGA-A8-A09I,Breast
Patient,TCGA,TCGA-DV-5568,Kidney
Patient,TCGA,TCGA-AA-3672,Colon
Patient,TCGA,TCGA-CN-4727,Larynx
Patient,TCGA,TCGA-CM-5863,Colon
Patient,TCGA,TCGA-34-2604,Bronchus and lung
Patient,TCGA,TCGA-3G-AB0T,"Heart, mediastinum, and pleura"
Patient,TCGA,TCGA-AG-3906,Rectosigmoid junction
Patient,TCGA,TCGA-CD-5813,Stomach
Patient,TCGA,TCGA-AA-3688,Colon
Patient,TCGA,TCGA-EK-A2H0,Cervix uteri
Patient,TCGA,TCGA-BQ-7046,Kidney
Patient,TCGA,TCGA-21-1078,Bronchus and lung
Patient,TCGA,TCGA-F2-6880,Pancreas
Patient,TCGA,TCGA-A8-A06T,Breast
Patient,TCGA,TCGA-D1-A2G5,Corpus uteri
Patient,TCGA,TCGA-BQ-5892,Kidney
Patient,TCGA,TCGA-HZ-7920,Pancreas
Patient,TCGA,TCGA-DK-A3IT,Bladder
Patient,TCGA,TCGA-BQ-7058,Kidney
Patient,TCGA,TCGA-CQ-7068,"Other and ill-defined sites in lip, oral cavity and pharynx"
Patient,TCGA,ER-ABEN,Colon
Patient,TCGA,TCGA-DK-A3IU,Bladder
Patient,TCGA,TCGA-DZ-6134,Kidney
Patient,TCGA,TCGA-CQ-6221,Other and unspecified parts of tongue
Patient,TCGA,TCGA-D1-A3JP,Corpus uteri
Patient,TCGA,TCGA-EO-A3KU,Corpus uteri
Patient,TCGA,TCGA-DH-5141,Brain
Patient,TCGA,TCGA-RL-AAAS,Pancreas
Patient,TCGA,TCGA-AA-3562,Colon
Patient,TCGA,TCGA-A6-2682,Colon
Patient,TCGA,TCGA-DB-5270,Brain
Patient,TCGA,TCGA-AX-A2HF,Corpus uteri
Patient,TCGA,TCGA-DV-5573,Kidney
Patient,TCGA,TCGA-A8-A08F,Breast
Patient,TCGA,TCGA-CQ-7067,Other and unspecified parts of mouth
Patient,TCGA,1034,Hematopoietic and reticuloendothelial systems
Patient,TCGA,1020,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-44-2661,Bronchus and lung
Patient,TCGA,TCGA-US-A77J,Pancreas
Patient,TCGA,TCGA-AA-3527,Colon
Patient,TCGA,TCGA-06-0209,Brain
Patient,TCGA,TCGA-60-2712,Bronchus and lung
Patient,TCGA,1016,Hematopoietic and reticuloendothelial systems
Patient,TCGA,1003,Hematopoietic and reticuloendothelial systems
Patient,TCGA,1014,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-AY-4071,Colon
Patient,TCGA,TCGA-CV-7437,Larynx
Patient,TCGA,TCGA-BP-4988,Kidney
Patient,TCGA,TCGA-B5-A0KB,Corpus uteri
Patient,TCGA,TCGA-A6-4105,Colon
Patient,TCGA,TCGA-G2-A2ES,Bladder
Patient,TCGA,TCGA-EY-A1GQ,Corpus uteri
Patient,TCGA,TCGA-F2-7273,Pancreas
Patient,TCGA,TCGA-CZ-4862,Kidney
Patient,TCGA,TCGA-IQ-7631,Other and unspecified parts of mouth
Patient,TCGA,TCGA-95-7948,Bronchus and lung
Patient,TCGA,TCGA-CG-5716,Stomach
Patient,TCGA,TCGA-CN-6023,Larynx
Patient,TCGA,TCGA-FD-A3SN,Bladder
Patient,TCGA,TCGA-CQ-6225,"Other and ill-defined sites in lip, oral cavity and pharynx"
Patient,TCGA,TCGA-AG-3580,Rectosigmoid junction
Patient,TCGA,1005,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-AL-3468,Kidney
Patient,TCGA,TCGA-EJ-A46H,Prostate gland
Patient,TCGA,TCGA-AG-3611,Rectosigmoid junction
Patient,TCGA,TARGET-10-PAKTAL,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-AA-3554,Colon
Patient,TCGA,TARGET-10-PANSFD,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-B8-4621,Kidney
Patient,TCGA,TCGA-HQ-A2OF,Bladder
Patient,TCGA,TCGA-CG-4476,Stomach
Patient,TCGA,TCGA-AA-3556,Colon
Patient,TCGA,1053,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-DV-5567,Kidney
Patient,TCGA,1009,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-FU-A3TX,Cervix uteri
Patient,TCGA,1050,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-HF-7131,Stomach
Patient,TCGA,1025,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-94-7033,Bronchus and lung
Patient,TCGA,TCGA-AX-A06D,Corpus uteri
Patient,TCGA,TCGA-HU-A4H6,Stomach
Patient,TCGA,TCGA-GC-A3BM,Bladder
Patient,TCGA,TCGA-FG-5962,Brain
Patient,TCGA,TCGA-BA-4077,Other and unspecified parts of tongue
Patient,TCGA,1007,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TARGET-10-PANNGL,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-MH-A857,Kidney
Patient,TCGA,TCGA-BP-4995,Kidney
Patient,TCGA,TCGA-G4-6314,Colon
Patient,TCGA,TCGA-AA-3697,Colon
Patient,TCGA,TCGA-AA-3692,Colon
Patient,TCGA,TCGA-21-1077,Bronchus and lung
Patient,TCGA,TCGA-FI-A2D5,Corpus uteri
Patient,TCGA,TCGA-DK-A3IV,Bladder
Patient,TCGA,TCGA-G4-6586,Colon
Patient,TCGA,TCGA-AX-A1CR,Corpus uteri
Patient,TCGA,TCGA-A3-3343,Kidney
Patient,TCGA,TCGA-DW-7836,Kidney
Patient,TCGA,TCGA-C8-A1HO,Breast
Patient,TCGA,TCGA-BQ-5888,Kidney
Patient,TCGA,TCGA-CU-A0YO,Bladder
Patient,TCGA,TCGA-DQ-7593,Base of tongue
Patient,TCGA,1036,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-5L-AAT1,Breast
Patient,TCGA,TCGA-DV-5574,Kidney
Patient,TCGA,TCGA-CV-7440,Larynx
Patient,TCGA,TCGA-D1-A102,Corpus uteri
Patient,TCGA,1012,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-AF-2692,Rectum
Patient,TCGA,TCGA-AA-3521,Colon
Patient,TCGA,1023,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-G4-6625,Colon
Patient,TCGA,TCGA-EY-A212,Corpus uteri
Patient,TCGA,TCGA-AG-3891,Rectum
Patient,TCGA,TCGA-3A-A9IV,Pancreas
Patient,TCGA,TCGA-G4-6321,Colon
Patient,TCGA,TCGA-AA-3979,Colon
Patient,TCGA,1030,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-EJ-A46E,Prostate gland
Patient,TCGA,TCGA-GI-A2C8,Breast
Patient,TCGA,TCGA-FD-A3NA,Bladder
Patient,TCGA,TCGA-A8-A084,Breast
Patient,TCGA,TCGA-CH-5791,Prostate gland
Patient,TCGA,TCGA-2L-AAQM,Pancreas
Patient,TCGA,TARGET-10-PAKHZT,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-CJ-5689,Kidney
Patient,TCGA,TCGA-JW-A5VL,Cervix uteri
Patient,TCGA,TCGA-BP-4344,Kidney
Patient,TCGA,TCGA-EQ-A4SO,Stomach
Patient,TCGA,TCGA-DW-7841,Kidney
Patient,TCGA,TCGA-80-5611,Bronchus and lung
Patient,TCGA,TCGA-HT-A619,Brain
Patient,TCGA,TCGA-XK-AAJ3,Prostate gland
Patient,TCGA,TCGA-KJ-A3U4,Corpus uteri
Patient,TCGA,1040,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-DW-7839,Kidney
Patient,TCGA,1022,Hematopoietic and reticuloendothelial systems
Patient,TCGA,1038,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-A8-A09E,Breast
Patient,TCGA,TCGA-BP-5009,Kidney
Patient,TCGA,TCGA-J4-A6G3,Prostate gland
Patient,TCGA,TCGA-CJ-4642,Kidney
Patient,TCGA,TCGA-AA-3844,Colon
Patient,TCGA,TCGA-CH-5764,Prostate gland
Patient,TCGA,TCGA-G7-A8LE,Kidney
Patient,TCGA,TCGA-AK-3450,Kidney
Patient,TCGA,TCGA-AG-4008,Colon
Patient,TCGA,TCGA-HW-7490,Brain
Patient,TCGA,TCGA-18-5595,Bronchus and lung
Patient,TCGA,TCGA-FD-A43P,Bladder
Patient,TCGA,TCGA-AA-3715,Colon
Patient,TCGA,TCGA-44-6147,Bronchus and lung
Patient,TCGA,TCGA-DK-A2I6,Bladder
Patient,TCGA,TCGA-GV-A3QK,Bladder
Patient,TCGA,TCGA-BA-4075,Other and unspecified parts of tongue
Patient,TCGA,TCGA-XQ-A8TA,Prostate gland
Patient,TCGA,TCGA-CN-6024,Other and unspecified parts of tongue
Patient,TCGA,TCGA-G5-6235,Rectosigmoid junction
Patient,TCGA,TCGA-60-2696,Bronchus and lung
Patient,TCGA,TCGA-CF-A9FM,Bladder
Patient,TCGA,TCGA-BP-4158,Kidney
Patient,TCGA,1045,Hematopoietic and reticuloendothelial systems
Patient,TCGA,TCGA-BM-6198,Rectum
Patient,TCGA,TCGA-BQ-7055,Kidney
Patient,TCGA,TCGA-B1-A47M,Kidney
Patient,TCGA,TCGA-DU-7300,Brain
Patient,TCGA,TCGA-DQ-7589,Larynx
Patient,TCGA,TCGA-06-0137,Brain
Patient,TCGA,TCGA-DK-A3IS,Bladder
Cell Line,CCLE,910852.0,CAL851_BREAST
Cell Line,CCLE,909699.0,RMGI_OVARY
Cell Line,CCLE,1240172.0,MDAMB436_BREAST
Cell Line,CCLE,906827.0,CAL72_BONE
Cell Line,CCLE,910905.0,SNUC1_LARGE_INTESTINE
Cell Line,CCLE,971774.0,RH18_SOFT_TISSUE
Cell Line,CCLE,1240159.0,JHH6_LIVER
Cell Line,CCLE,724873.0,NCIH2009_LUNG
Cell Line,CCLE,1330985.0,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,906695.0,BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1290795.0,CS1_BONE
Cell Line,CCLE,907170.0,IMR5_AUTONOMIC_GANGLIA
Cell Line,CCLE,908120.0,MDAMB175VII_BREAST
Cell Line,CCLE,1503364.0,SKGT2_STOMACH
Cell Line,CCLE,1298141.0,HS766T_PANCREAS
Cell Line,CCLE,949176.0,NB5_AUTONOMIC_GANGLIA
Cell Line,CCLE,905950.0,ACHN_KIDNEY
Cell Line,CCLE,753604.0,NCIH292_LUNG
Cell Line,CCLE,946354.0,TE11_OESOPHAGUS
Cell Line,CCLE,753558.0,HA7RCC_KIDNEY
Cell Line,CCLE,907172.0,ISTMEL1_SKIN
Cell Line,CCLE,907791.0,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,906820.0,CHP212_AUTONOMIC_GANGLIA
Cell Line,CCLE,949168.0,EW24_BONE
Cell Line,CCLE,753586.0,LCLC103H_LUNG
Cell Line,CCLE,1298538.0,RERFLCSQ1_LUNG
Cell Line,CCLE,1240161.0,JHU011_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,909773.0,TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1240142.0,HARA_LUNG
Cell Line,CCLE,924238.0,K5_THYROID
Cell Line,CCLE,946363.0,KPNYS_AUTONOMIC_GANGLIA
Cell Line,CCLE,1503363.0,OACM51_OESOPHAGUS
Cell Line,CCLE,910936.0,DOK_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,907043.0,H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,717431.0,SKNSH_AUTONOMIC_GANGLIA
Cell Line,CCLE,907787.0,LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,753563.0,IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,753612.0,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,949156.0,ES4_BONE
Cell Line,CCLE,724863.0,LU65_LUNG
Cell Line,CCLE,1290798.0,EFM192A_BREAST
Cell Line,CCLE,909721.0,SKLU1_LUNG
Cell Line,CCLE,1240186.0,NCIH196_LUNG
Cell Line,CCLE,724812.0,T24_URINARY_TRACT
Cell Line,CCLE,1240179.0,MS751_CERVIX
Cell Line,CCLE,908442.0,NCIH508_LARGE_INTESTINE
Cell Line,CCLE,908136.0,MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,910209.0,SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,907046.0,HCC1569_BREAST
Cell Line,CCLE,687777.0,CALU3_LUNG
Cell Line,CCLE,753623.0,TE8_OESOPHAGUS
Cell Line,CCLE,906855.0,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,908121.0,MDAMB361_BREAST
Cell Line,CCLE,753614.0,TE15_OESOPHAGUS
Cell Line,CCLE,909262.0,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1503362.0,OACP4C_OESOPHAGUS
Cell Line,CCLE,722066.0,NCIH650_LUNG
Cell Line,CCLE,924110.0,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,688015.0,NCIH2171_LUNG
Cell Line,CCLE,753605.0,NCIH510_LUNG
Cell Line,CCLE,1299081.0,WM793_SKIN
Cell Line,CCLE,910566.0,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,908444.0,SNU1_STOMACH
Cell Line,CCLE,1290812.0,NCIH2722_PLEURA
Cell Line,CCLE,907298.0,G402_SOFT_TISSUE
Cell Line,CCLE,1524419.0,RCCMF_KIDNEY
Cell Line,CCLE,753552.0,DSH1_URINARY_TRACT
Cell Line,CCLE,1240219.0,SUIT2_PANCREAS
Cell Line,CCLE,946369.0,D336MG_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,1240199.0,OVKATE_OVARY
Cell Line,CCLE,905969.0,OVCAR5_OVARY
Cell Line,CCLE,1674021.0,SNUC5_LARGE_INTESTINE
Cell Line,CCLE,908143.0,MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1298144.0,HS939T_SKIN
Cell Line,CCLE,1298359.0,OE21_OESOPHAGUS
Cell Line,CCLE,1240160.0,JHH7_LIVER
Cell Line,CCLE,1659823.0,SNU1040_LARGE_INTESTINE
Cell Line,CCLE,1240143.0,HCC15_LUNG
Cell Line,CCLE,1331037.0,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,909698.0,RKO_LARGE_INTESTINE
Cell Line,CCLE,906839.0,DKMG_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,1503373.0,UCH2_BONE
Cell Line,CCLE,905935.0,DU145_PROSTATE
Cell Line,CCLE,1290814.0,NCIH2818_PLEURA
Cell Line,CCLE,908139.0,MKN28_STOMACH
Cell Line,CCLE,924186.0,KGN_OVARY
Cell Line,CCLE,906804.0,A2780_OVARY
Cell Line,CCLE,910554.0,CW2_LARGE_INTESTINE
Cell Line,CCLE,906999.0,GCT_SOFT_TISSUE
Cell Line,CCLE,906856.0,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,910919.0,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1298352.0,NCIH2135_LUNG
Cell Line,CCLE,907290.0,HEMCSS_BONE
Cell Line,CCLE,924248.0,TE441T_SOFT_TISSUE
Cell Line,CCLE,909707.0,SAOS2_BONE
Cell Line,CCLE,946373.0,D502MG_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,907783.0,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,910942.0,NEC8_TESTIS
Cell Line,CCLE,1298362.0,OSC19_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,1240184.0,NCIH1915_LUNG
Cell Line,CCLE,688058.0,NCIH2052_PLEURA
Cell Line,CCLE,906849.0,ECC12_STOMACH
Cell Line,CCLE,1290765.0,CAL78_BONE
Cell Line,CCLE,925341.0,NCIH810_LUNG
Cell Line,CCLE,687800.0,NCIH1650_LUNG
Cell Line,CCLE,905958.0,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1240135.0,NCIH2803_PLEURA
Cell Line,CCLE,905985.0,SF295_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,909716.0,SJRH30_SOFT_TISSUE
Cell Line,CCLE,907061.0,HSC3_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,1330972.0,NCIH1876_LUNG
Cell Line,CCLE,910545.0,QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,907071.0,HUH7_LIVER
Cell Line,CCLE,905974.0,LOXIMVI_SKIN
Cell Line,CCLE,1240138.0,NCIH2869_PLEURA
Cell Line,CCLE,1240178.0,ML1_THYROID
Cell Line,CCLE,909256.0,OCUBM_BREAST
Cell Line,CCLE,946372.0,D423MG_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,949093.0,BT483_BREAST
Cell Line,CCLE,1303896.0,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,910931.0,RERFLCMS_LUNG
Cell Line,CCLE,907286.0,HUPT4_PANCREAS
Cell Line,CCLE,907045.0,HCC1419_BREAST
Cell Line,CCLE,1240167.0,KYSE220_OESOPHAGUS
Cell Line,CCLE,907057.0,HLE_LIVER
Cell Line,CCLE,924100.0,22RV1_PROSTATE
Cell Line,CCLE,753594.0,MS1_SKIN
Cell Line,CCLE,908443.0,NCIH520_LUNG
Cell Line,CCLE,1327773.0,KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1240224.0,VMRCRCW_KIDNEY
Cell Line,CCLE,946360.0,OAW28_OVARY
Cell Line,CCLE,1331045.0,TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1480360.0,OV7_OVARY
Cell Line,CCLE,946358.0,YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1290813.0,NCIH2795_PLEURA
Cell Line,CCLE,1298529.0,PCI30_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,1330993.0,PWR1E_PROSTATE
Cell Line,CCLE,905956.0,SKMEL5_SKIN
Cell Line,CCLE,911905.0,EFO21_OVARY
Cell Line,CCLE,1298222.0,KYSE50_OESOPHAGUS
Cell Line,CCLE,905948.0,A498_KIDNEY
Cell Line,CCLE,753533.0,BB65RCC_KIDNEY
Cell Line,CCLE,909778.0,UACC893_BREAST
Cell Line,CCLE,907299.0,G401_SOFT_TISSUE
Cell Line,CCLE,907051.0,HEC1_ENDOMETRIUM
Cell Line,CCLE,910918.0,BC3_PLEURA
Cell Line,CCLE,1240132.0,NCIH2595_PLEURA
Cell Line,CCLE,908131.0,MG63_BONE
Cell Line,CCLE,688087.0,SKNFI_AUTONOMIC_GANGLIA
Cell Line,CCLE,910544.0,RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,908132.0,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1298156.0,JHU029_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,909701.0,RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,908465.0,NCIH358_LUNG
Cell Line,CCLE,906841.0,DJM1_SKIN
Cell Line,CCLE,1303901.0,HCC33_LUNG
Cell Line,CCLE,753547.0,CPCN_LUNG
Cell Line,CCLE,909753.0,SW626_LARGE_INTESTINE
Cell Line,CCLE,949153.0,HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,908441.0,NCCIT_TESTIS
Cell Line,CCLE,949088.0,CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1480367.0,OVCA433_OVARY
Cell Line,CCLE,946359.0,BT474_BREAST
Cell Line,CCLE,949157.0,ES6_BONE
Cell Line,CCLE,906834.0,D283MED_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,688031.0,NCIH82_LUNG
Cell Line,CCLE,1240209.0,RERFGC1B_STOMACH
Cell Line,CCLE,1297449.0,FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,687505.0,C33A_CERVIX
Cell Line,CCLE,1659929.0,SNU283_LARGE_INTESTINE
Cell Line,CCLE,908480.0,NCIH2081_LUNG
Cell Line,CCLE,949175.0,NB17_AUTONOMIC_GANGLIA
Cell Line,CCLE,1290908.0,HCC78_LUNG
Cell Line,CCLE,909709.0,SCC9_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,1659818.0,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1298145.0,HS940T_FIBROBLAST
Cell Line,CCLE,907272.0,KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,909249.0,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1331039.0,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,753581.0,LB373MELD_SKIN
Cell Line,CCLE,910934.0,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,753596.0,MZ7MEL_SKIN
Cell Line,CCLE,906846.0,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,924240.0,MDAMB415_BREAST
Cell Line,CCLE,1298531.0,PCI4B_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,1330964.0,NCIH1341_LUNG
Cell Line,CCLE,906826.0,CAL120_BREAST
Cell Line,CCLE,924104.0,BCPAP_THYROID
Cell Line,CCLE,1240205.0,PCI38_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,1290907.0,HCC56_LARGE_INTESTINE
Cell Line,CCLE,1322212.0,CORL32_LUNG
Cell Line,CCLE,908452.0,NO10_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,1299059.0,SKN3_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,1240166.0,KYM1_SOFT_TISSUE
Cell Line,CCLE,1524414.0,RCCFG2_KIDNEY
Cell Line,CCLE,908156.0,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
