Source Type,Source ID,Target Type,Target ID,Label
Gene,DTWD2,Tissue,UBERON:0000490,Is_Mutated_In
Gene,EEF1AKMT3,Tissue,UBERON:0019190,Is_Mutated_In
Gene,BBS5,Tissue,UBERON:0001648,Is_Mutated_In
Gene,ADCY6,Tissue,SIDM00210,Is_Mutated_In
Gene,COPS7B,Tissue,UBERON:0000454,Is_Mutated_In
Gene,C8orf49,Tissue,SIDM00315,Is_Mutated_In
Gene,ADAMTS12,Tissue,SIDM00632,Is_Mutated_In
Gene,C1R,Tissue,UBERON:0007188,Is_Mutated_In
Gene,BET1L,Tissue,UBERON:0001161,Is_Mutated_In
Gene,ATOX1,Tissue,UBERON:0000121,Is_Mutated_In
Gene,CASS4,Tissue,SIDM01133,Is_Mutated_In
Gene,CCDC71,Tissue,SIDM00817,Is_Mutated_In
Gene,ASF1A,Tissue,SIDM00326,Is_Mutated_In
Gene,DPPA4,Tissue,SIDM01159,Is_Mutated_In
Gene,EBPL,Cell Line,724863.0,Is_Mutated_In
Gene,C18orf15,Cell Line,1298156.0,Is_Mutated_In
Gene,ACOT2,Cell Line,909709.0,Is_Mutated_In
Gene,C2orf83,Cell Line,908483.0,Is_Mutated_In
Gene,C16orf46,Cell Line,905962.0,Is_Mutated_In
Gene,BOK,Cell Line,1240178.0,Is_Mutated_In
Gene,ADCY6,Cell Line,905942.0,Is_Mutated_In
Gene,AKT1S1,Cell Line,910779.0,Is_Mutated_In
Gene,ACSS2,Cell Line,1240205.0,Is_Mutated_In
Gene,CDH15,Cell Line,906830.0,Is_Mutated_In
Gene,CDC42EP4,Cell Line,1503364.0,Is_Mutated_In
Gene,APELA,Cell Line,908139.0,Is_Mutated_In
Gene,CLCN1,Cell Line,1524415.0,Is_Mutated_In
Gene,COL12A1,Cell Line,907068.0,Is_Mutated_In
Gene,CSTF2T,Cell Line,1240198.0,Is_Mutated_In
Gene,ADH4,Cell Line,1331050.0,Is_Mutated_In
Gene,ATOX1,Cell Line,907176.0,Is_Mutated_In
Gene,CKMT2,Cell Line,1298145.0,Is_Mutated_In
Gene,CHCHD3,Cell Line,905948.0,Is_Mutated_In
Gene,ARIH2,Cell Line,687586.0,Is_Mutated_In
Gene,BORCS5,Cell Line,905942.0,Is_Mutated_In
Gene,DEFB127,Cell Line,910566.0,Is_Mutated_In
Gene,DNAH17,Cell Line,1240205.0,Is_Mutated_In
Gene,C18orf15,Cell Line,949165.0,Is_Mutated_In
Gene,ADGRB1,Cell Line,753624.0,Is_Mutated_In
Gene,DISP2,Cell Line,907170.0,Is_Mutated_In
Gene,CLDND1,Cell Line,905935.0,Is_Mutated_In
Gene,DNAH17,Cell Line,1327775.0,Is_Mutated_In
Gene,C1orf105,Cell Line,949176.0,Is_Mutated_In
Gene,ADAMTS15,Cell Line,1297449.0,Is_Mutated_In
Gene,ARHGAP5-AS1,Cell Line,1299064.0,Is_Mutated_In
Gene,DCLRE1B,Cell Line,687804.0,Is_Mutated_In
Gene,DUXB,Cell Line,949178.0,Is_Mutated_In
Gene,ADAMTS12,Cell Line,1503367.0,Is_Mutated_In
Gene,C17orf78,Cell Line,753569.0,Is_Mutated_In
Gene,CDCA3,Cell Line,907046.0,Is_Mutated_In
Gene,ATP6V1G1,Cell Line,906855.0,Is_Mutated_In
Gene,CCDC151,Cell Line,908124.0,Is_Mutated_In
Gene,C20orf141,Cell Line,1299070.0,Is_Mutated_In
Gene,CYP4A22,Cell Line,1299059.0,Is_Mutated_In
Gene,ARAP1,Cell Line,753608.0,Is_Mutated_In
Gene,AQP1,Cell Line,949178.0,Is_Mutated_In
Gene,BEX1,Cell Line,749711.0,Is_Mutated_In
Gene,DCAF4,Cell Line,1331034.0,Is_Mutated_In
Gene,C11orf86,Cell Line,1524418.0,Is_Mutated_In
Gene,DISP2,Cell Line,753624.0,Is_Mutated_In
Gene,CSRNP3,Cell Line,753615.0,Is_Mutated_In
Gene,COPA,Cell Line,908132.0,Is_Mutated_In
Gene,CCL27,Cell Line,909719.0,Is_Mutated_In
Gene,B3GNT3,Cell Line,909776.0,Is_Mutated_In
Gene,COG2,Cell Line,909263.0,Is_Mutated_In
Gene,AKAP9,Cell Line,1298539.0,Is_Mutated_In
Gene,AMOT,Cell Line,906848.0,Is_Mutated_In
Gene,CHCHD10,Cell Line,1303901.0,Is_Mutated_In
Gene,B3GNT3,Cell Line,907322.0,Is_Mutated_In
Gene,CFDP1,Cell Line,753558.0,Is_Mutated_In
Gene,ACOT8,Cell Line,906763.0,Is_Mutated_In
Gene,BIRC6,Cell Line,1659819.0,Is_Mutated_In
Gene,CRABP2,Cell Line,724878.0,Is_Mutated_In
Gene,DCLRE1B,Cell Line,908124.0,Is_Mutated_In
Gene,ACSS2,Cell Line,909263.0,Is_Mutated_In
Gene,AJM1,Cell Line,907176.0,Is_Mutated_In
Gene,ARHGEF19,Cell Line,908133.0,Is_Mutated_In
Gene,CYB5B,Cell Line,909697.0,Is_Mutated_In
Gene,CTSS,Cell Line,905973.0,Is_Mutated_In
Gene,CDC42EP4,Cell Line,1240206.0,Is_Mutated_In
Gene,CHST4,Cell Line,909779.0,Is_Mutated_In
Gene,C1QTNF7,Cell Line,908462.0,Is_Mutated_In
Gene,DCAF11,Cell Line,687804.0,Is_Mutated_In
Gene,ASF1A,Cell Line,910554.0,Is_Mutated_In
Gene,ATG5,Cell Line,909721.0,Is_Mutated_In
Gene,CASS4,Cell Line,753620.0,Is_Mutated_In
Gene,CPNE6,Cell Line,909756.0,Is_Mutated_In
Gene,AGBL4,Cell Line,753597.0,Is_Mutated_In
Gene,AK3,Cell Line,907172.0,Is_Mutated_In
Gene,CDC20,Cell Line,1298141.0,Is_Mutated_In
Gene,ARFGAP3,Cell Line,909754.0,Is_Mutated_In
Gene,CYB5R3,Cell Line,1240132.0,Is_Mutated_In
Gene,ARHGEF19,Cell Line,949165.0,Is_Mutated_In
Gene,C1QTNF7,Cell Line,1331045.0,Is_Mutated_In
Gene,C1QTNF12,Cell Line,1240142.0,Is_Mutated_In
Gene,CEP70,Cell Line,1240172.0,Is_Mutated_In
Gene,AMFR,Cell Line,906797.0,Is_Mutated_In
Gene,ALG10,Cell Line,1331036.0,Is_Mutated_In
Gene,DYNLL1,Cell Line,906820.0,Is_Mutated_In
Gene,DBNL,Cell Line,971773.0,Is_Mutated_In
Gene,DYNLL1,Cell Line,905944.0,Is_Mutated_In
Gene,DTD1,Cell Line,910899.0,Is_Mutated_In
Gene,BTBD7,Cell Line,687586.0,Is_Mutated_In
Gene,ADAMTS15,Cell Line,906846.0,Is_Mutated_In
Gene,CXCL12,Cell Line,911905.0,Is_Mutated_In
Gene,APOL4,Cell Line,949158.0,Is_Mutated_In
Gene,DEFB130A,Cell Line,971774.0,Is_Mutated_In
Gene,BEX1,Cell Line,907791.0,Is_Mutated_In
Gene,CCSER1,Cell Line,910919.0,Is_Mutated_In
Gene,DDX6,Cell Line,910905.0,Is_Mutated_In
Gene,CIB3,Cell Line,753584.0,Is_Mutated_In
Gene,ECSCR,Cell Line,1509073.0,Is_Mutated_In
Gene,AMY1A,Cell Line,1290724.0,Is_Mutated_In
Gene,BASP1,Cell Line,910919.0,Is_Mutated_In
Gene,CLU,Cell Line,1480371.0,Is_DEG_In
Gene,ANKDD1B,Cell Line,724812.0,Is_DEG_In
Gene,AZIN2,Cell Line,1240185.0,Is_DEG_In
Gene,C1QTNF12,Cell Line,910937.0,Is_DEG_In
Gene,C1R,Cell Line,908156.0,Is_DEG_In
Gene,DTD1,Cell Line,1290922.0,Is_DEG_In
Gene,AKR1D1,Cell Line,909776.0,Is_DEG_In
Gene,CELF6,Cell Line,905974.0,Is_DEG_In
Gene,DDX12P,Cell Line,909754.0,Is_DEG_In
Gene,APOA5,Cell Line,753620.0,Is_DEG_In
Gene,CHCHD3,Cell Line,687804.0,Is_DEG_In
Gene,DNALI1,Cell Line,930083.0,Is_DEG_In
Gene,C18orf15,Cell Line,1330993.0,Is_DEG_In
Gene,CYP4B1,Cell Line,907064.0,Is_DEG_In
Gene,DANCR,Cell Line,724878.0,Is_DEG_In
Gene,DRD3,Cell Line,908483.0,Is_DEG_In
Gene,EBPL,Cell Line,753563.0,Is_DEG_In
Gene,CHGA,Cell Line,910566.0,Is_DEG_In
Gene,EDF1,Cell Line,1240198.0,Is_DEG_In
Gene,DPM1,Cell Line,906790.0,Is_DEG_In
Gene,CDON,Cell Line,753624.0,Is_DEG_In
Gene,ARHGAP5-AS1,Cell Line,1509073.0,Is_DEG_In
Gene,DERL2,Cell Line,688087.0,Is_DEG_In
Gene,CXCL12,Cell Line,1299052.0,Is_DEG_In
Gene,APIP,Cell Line,909774.0,Is_DEG_In
Gene,DYNLT1,Cell Line,905956.0,Is_DEG_In
Gene,DRD3,Cell Line,946363.0,Is_DEG_In
Gene,CCDC71,Cell Line,1330964.0,Is_DEG_In
Gene,AMY2B,Cell Line,909719.0,Is_DEG_In
Gene,C1orf53,Cell Line,1524414.0,Is_DEG_In
Gene,AK3,Cell Line,1240174.0,Is_DEG_In
Gene,AMY2B,Cell Line,1240185.0,Is_DEG_In
Gene,DEFB130A,Cell Line,908462.0,Is_DEG_In
Gene,CCDC28A,Cell Line,905944.0,Is_DEG_In
Gene,CHCHD3,Cell Line,1240137.0,Is_DEG_In
Gene,CEP135,Cell Line,1299059.0,Is_DEG_In
Gene,CNBD2,Cell Line,905943.0,Is_DEG_In
Gene,CCDC28A,Cell Line,910927.0,Is_DEG_In
Gene,C16orf92,Cell Line,1240151.0,Is_DEG_In
Gene,AGPAT2,Cell Line,1298141.0,Is_DEG_In
Gene,AGPAT2,Cell Line,1299080.0,Is_DEG_In
Gene,CHCHD3,Cell Line,907062.0,Is_DEG_In
Gene,EED,Cell Line,909736.0,Is_DEG_In
Gene,DLGAP3,Cell Line,946354.0,Is_DEG_In
Gene,DEFB130A,Cell Line,909736.0,Is_DEG_In
Gene,C1orf100,Cell Line,907298.0,Is_DEG_In
Gene,DAAM1,Cell Line,908156.0,Is_DEG_In
Gene,CCDC86,Cell Line,908452.0,Is_DEG_In
Gene,ATP5MD,Cell Line,909720.0,Is_DEG_In
Gene,CAV2,Cell Line,907172.0,Is_DEG_In
Gene,DPM1,Cell Line,906791.0,Is_DEG_In
Gene,C20orf141,Cell Line,1330964.0,Is_DEG_In
Gene,CMTR2,Cell Line,908156.0,Is_DEG_In
Gene,ABHD12B,Cell Line,1659929.0,Is_DEG_In
Gene,CREBRF,Cell Line,908133.0,Is_DEG_In
Gene,EEF1AKMT3,Cell Line,910209.0,Is_DEG_In
Gene,BASP1,Cell Line,1330982.0,Is_DEG_In
Gene,B3GNT3,Cell Line,909773.0,Is_DEG_In
Gene,C11orf86,Cell Line,1240135.0,Is_DEG_In
Gene,ALG10,Cell Line,908122.0,Is_DEG_In
Gene,DDI2,Cell Line,724812.0,Is_DEG_In
Gene,CFDP1,Cell Line,910936.0,Is_DEG_In
Gene,BEX1,Cell Line,687829.0,Is_DEG_In
Gene,CEP135,Cell Line,1299070.0,Is_DEG_In
Gene,DEFB127,Cell Line,905935.0,Is_DEG_In
Gene,DLGAP3,Cell Line,1240136.0,Is_DEG_In
Gene,CDC37L1,Cell Line,910781.0,Is_DEG_In
Gene,ARHGEF19,Cell Line,906830.0,Is_DEG_In
Gene,DENND1A,Cell Line,907299.0,Is_DEG_In
Gene,ATOX1,Cell Line,753624.0,Is_DEG_In
Gene,DUX4L9,Cell Line,906807.0,Is_DEG_In
Gene,C1QTNF2,Cell Line,907062.0,Is_DEG_In
Gene,CBLN2,Cell Line,1298352.0,Is_DEG_In
Gene,CHIC2,Cell Line,924100.0,Is_DEG_In
Gene,C18orf15,Cell Line,753585.0,Is_DEG_In
Gene,CXCL12,Cell Line,910905.0,Is_DEG_In
Gene,CYB5B,Cell Line,905990.0,Is_DEG_In
Gene,CLCN1,Cell Line,908442.0,Is_DEG_In
Gene,CYSTM1,Cell Line,906820.0,Is_DEG_In
Gene,ADCY6,Cell Line,910692.0,Is_DEG_In
Gene,APOA5,Cell Line,907062.0,Is_DEG_In
Gene,B4GALT5,Cell Line,946367.0,Is_DEG_In
Gene,C9orf78,Cell Line,906999.0,Is_DEG_In
Gene,EEF1AKMT3,Cell Line,749711.0,Is_DEG_In
Gene,AZIN2,Cell Line,1524417.0,Is_DEG_In
Gene,DNTT,Cell Line,1240185.0,Is_DEG_In
Gene,BET1L,Cell Line,909754.0,Is_DEG_In
Gene,CHN1,Cell Line,908467.0,Is_DEG_In
Gene,ALG1,Cell Line,909977.0,Is_DEG_In
Gene,APOL4,Cell Line,910702.0,Is_DEG_In
Gene,C17orf102,Cell Line,910544.0,Is_DEG_In
Gene,BABAM2,Cell Line,924111.0,Is_DEG_In
Gene,CIB3,Cell Line,1298222.0,Is_DEG_In
Gene,C1QTNF12,Cell Line,907175.0,Is_DEG_In
Gene,ARTN,Cell Line,1298352.0,Is_DEG_In
Gene,EBPL,Cell Line,1298151.0,Is_DEG_In
Gene,CDC42EP4,Cell Line,688015.0,Is_DEG_In
Gene,C1R,Cell Line,1659819.0,Is_DEG_In
Gene,ATXN3,Cell Line,909781.0,Is_DEG_In
Gene,CNBD2,Tissue,UBERON:0002464,Is_DEG_In
Gene,ARTN,Tissue,UBERON:0001650,Is_DEG_In
Gene,ABCC1,Tissue,SIDM00997,Is_DEG_In
Gene,C16orf97,Tissue,UBERON:0002222,Is_DEG_In
Gene,BTBD9,Tissue,SIDM01210,Is_DEG_In
Gene,ADA2,Tissue,UBERON:0002523,Is_DEG_In
Gene,BOK,Tissue,SIDM00730,Is_DEG_In
Gene,C16orf46,Tissue,SIDM00829,Is_DEG_In
Gene,DISP2,Tissue,SIDM00749,Is_DEG_In
Gene,CCL27,Tissue,UBERON:0007026,Is_DEG_In
Gene,DERL2,Tissue,UBERON:0001943,Is_DEG_In
Gene,CREBRF,Tissue,UBERON:0000174,Is_DEG_In
Gene,EFCAB5,Tissue,UBERON:0000490,Is_DEG_In
Gene,CYC1,Tissue,SIDM01172,Is_DEG_In
Gene,EGF,Tissue,SIDM00672,Is_DEG_In
Gene,B3GNT3,Tissue,SIDM00425,Is_DEG_In
Gene,AKAP9,Tissue,SIDM00512,Is_DEG_In
Gene,CALHM3,Tissue,UBERON:0001723,Is_DEG_In
Gene,AQP1,Tissue,UBERON:0001879,Is_DEG_In
Gene,AGBL4,Tissue,CL:0000059,Is_DEG_In
Gene,EDN2,Tissue,UBERON:0001158,Is_DEG_In
Gene,CCL26,Tissue,SIDM00447,Is_DEG_In
Gene,C2CD4D,Tissue,SIDM00853,Is_DEG_In
Gene,DDX47,Tissue,UBERON:0002160,Is_DEG_In
Gene,CALHM3,Tissue,UBERON:0001213,Is_DEG_In
Gene,B4GALT3,Tissue,UBERON:0001943,Is_DEG_In
Gene,CHST4,Tissue,UBERON:0001213,Is_DEG_In
Gene,CD53,Tissue,SIDM00627,Is_DEG_In
Gene,CFAP20,Tissue,UBERON:0001874,Is_DEG_In
Gene,C8orf49,Tissue,UBERON:0001727,Is_DEG_In
Gene,ATXN3,Tissue,UBERON:0004825,Is_DEG_In
Gene,CELF6,Tissue,UBERON:0000317,Is_DEG_In
Gene,ABRACL,Tissue,UBERON:0001959,Is_DEG_In
Gene,CCDC151,Tissue,SIDM00585,Is_DEG_In
Gene,CUL9,Tissue,SIDM01220,Is_DEG_In
Gene,DNALI1,Tissue,UBERON:0004894,Is_DEG_In
Gene,C1orf105,Tissue,UBERON:0002743,Is_DEG_In
Gene,DCTN1,Tissue,SIDM00406,Is_DEG_In
Gene,AMMECR1,Tissue,CL:0000645,Is_DEG_In
Gene,CEP135,Tissue,SIDM00281,Is_DEG_In
Gene,BET1L,Tissue,UBERON:0002060,Is_DEG_In
Gene,CST8,Tissue,UBERON:0008982,Is_DEG_In
Gene,APOL4,Tissue,UBERON:0001832,Is_DEG_In
Gene,CSRNP3,Tissue,UBERON:0002054,Is_DEG_In
Gene,ACOT1,Tissue,UBERON:0001714,Is_DEG_In
Gene,C9orf57,Tissue,SIDM01078,Is_DEG_In
Gene,DCLRE1B,Tissue,SIDM00394,Is_DEG_In
Gene,E2F1,Tissue,UBERON:0001733,Is_DEG_In
Gene,ADGRG2,Tissue,UBERON:0019190,Is_DEG_In
Gene,ARHGAP33,Tissue,UBERON:0001904,Is_DEG_In
Gene,ASGR2,Tissue,SIDM01025,Is_DEG_In
Gene,DKC1,Tissue,SIDM00460,Is_DEG_In
Gene,C16orf46,Tissue,UBERON:0001043,Is_DEG_In
Gene,AKT1S1,Tissue,UBERON:0002349,Is_DEG_In
Gene,DYNLT1,Tissue,UBERON:0002411,Is_DEG_In
Gene,CRTC3,Tissue,SIDM00579,Is_DEG_In
Gene,DUX4L9,Tissue,SIDM00611,Is_DEG_In
Gene,DPM1,Tissue,CL:0000918,Is_DEG_In
Gene,DDX6,Tissue,SIDM00735,Is_DEG_In
Gene,CCL26,Tissue,SIDM00421,Is_DEG_In
Gene,ASAP1,Tissue,CL:0000059,Is_DEG_In
Gene,COL11A2,Tissue,SIDM00115,Is_DEG_In
Gene,DANCR,Tissue,SIDM00502,Is_DEG_In
Gene,CEP135,Tissue,CL:0000100,Is_DEG_In
Gene,ATP8B1,Tissue,CL:0000059,Is_DEG_In
Gene,BTBD7,Tissue,SIDM00460,Is_DEG_In
Gene,DNAJB6,Tissue,SIDM00203,Is_DEG_In
Gene,CYP4B1,Tissue,UBERON:0004894,Is_DEG_In
Gene,CTSS,Tissue,UBERON:0001879,Is_DEG_In
Gene,DTD1,Tissue,SIDM00506,Is_DEG_In
Gene,ACOT1,Tissue,SIDM00336,Is_DEG_In
Gene,DTWD2,Tissue,SIDM00416,Is_DEG_In
Gene,ABRACL,Tissue,UBERON:0002261,Is_DEG_In
Gene,CREBRF,Tissue,CL:0000059,Is_DEG_In
Gene,B3GNT3,Tissue,SIDM00418,Is_DEG_In
Gene,CHST4,Tissue,UBERON:0016633,Is_DEG_In
Gene,CFDP1,Tissue,SIDM00332,Is_DEG_In
Gene,EBPL,Tissue,SIDM00205,Is_DEG_In
Gene,CPNE6,Tissue,SIDM00829,Is_DEG_In
Gene,CDH15,Tissue,UBERON:0002463,Is_DEG_In
Gene,CSTF2T,Tissue,SIDM00111,Is_DEG_In
Gene,DEFA5,Tissue,SIDM00447,Is_DEG_In
Gene,APOA5,Tissue,SIDM00905,Is_DEG_In
Gene,ACTL6B,Tissue,SIDM00513,Is_DEG_In
Gene,COL6A1,Tissue,SIDM00400,Is_DEG_In
Gene,ACTL6B,Phenotype,HP:0008544,Is_Associated_With
Gene,CASS4,Phenotype,HP:0005543,Is_Associated_With
Gene,C16orf92,Phenotype,HP:0007443,Is_Associated_With
Gene,CYB5R3,Phenotype,HP:0008544,Is_Associated_With
Gene,BTBD3,Phenotype,HP:0004322,Is_Associated_With
Gene,DEFB4A,Phenotype,HP:0000677,Is_Associated_With
Gene,BEX5,Phenotype,HP:0004979,Is_Associated_With
Gene,CFDP1,Phenotype,HP:0005543,Is_Associated_With
Gene,BASP1,Phenotype,HP:0000586,Is_Associated_With
Gene,E2F1,Phenotype,HP:0002717,Is_Associated_With
Gene,AK2,Phenotype,HP:0001169,Is_Associated_With
Gene,ASF1A,Phenotype,HP:0004566,Is_Associated_With
Gene,COL2A1,Phenotype,HP:0005537,Is_Associated_With
Gene,CCL3L1,Phenotype,HP:0000646,Is_Associated_With
Gene,AP1S3,Phenotype,HP:0004307,Is_Associated_With
Gene,AMY2B,Phenotype,HP:0007530,Is_Associated_With
Gene,CCDC181,Phenotype,HP:0001169,Is_Associated_With
Gene,ANGPTL5,Phenotype,HP:0001540,Is_Associated_With
Gene,BEX1,Phenotype,HP:0004566,Is_Associated_With
Gene,C16orf46,Phenotype,HP:0004592,Is_Associated_With
Gene,AGBL4,Phenotype,HP:0002103,Is_Associated_With
Gene,ATOX1,Phenotype,HP:0005339,Is_Associated_With
Gene,CELA2A,Phenotype,HP:0000567,Is_Associated_With
Gene,CPEB1,Phenotype,HP:0005357,Is_Associated_With
Gene,AIMP2,Phenotype,HP:0004997,Is_Associated_With
Gene,DDI2,Phenotype,HP:0005243,Is_Associated_With
Gene,ARIH2,Phenotype,HP:0002103,Is_Associated_With
Gene,DCLRE1B,Phenotype,HP:0005318,Is_Associated_With
Gene,ACOT8,Phenotype,HP:0007850,Is_Associated_With
Gene,CCDC137,Phenotype,HP:0004997,Is_Associated_With
Gene,B3GLCT,Phenotype,HP:0006731,Is_Associated_With
Gene,CYC1,Phenotype,HP:0002717,Is_Associated_With
Gene,BORCS5,Phenotype,HP:0007465,Is_Associated_With
Gene,AMMECR1,Phenotype,HP:0007850,Is_Associated_With
Gene,C16orf97,Phenotype,HP:0002354,Is_Associated_With
Gene,BRSK2,Phenotype,HP:0002186,Is_Associated_With
Gene,AK2,Phenotype,HP:0000705,Is_Associated_With
Gene,C17orf102,Phenotype,HP:0000283,Is_Associated_With
Gene,DNAH17,Phenotype,HP:0002982,Is_Associated_With
Gene,ARHGAP33,Phenotype,HP:0000677,Is_Associated_With
Gene,DANCR,Phenotype,HP:0003607,Is_Associated_With
Gene,ARIH2,Phenotype,HP:0004754,Is_Associated_With
Gene,DENND1A,Phenotype,HP:0002576,Is_Associated_With
Gene,CHCHD10,Phenotype,HP:0007889,Is_Associated_With
Gene,DYM,Phenotype,HP:0000410,Is_Associated_With
Gene,ANLN,Phenotype,HP:0000876,Is_Associated_With
Gene,CLEC16A,Phenotype,HP:0007443,Is_Associated_With
Gene,CXCL5,Phenotype,HP:0003690,Is_Associated_With
Gene,ACOT8,Phenotype,HP:0004566,Is_Associated_With
Gene,CACNG2,Phenotype,HP:0001540,Is_Associated_With
Gene,C4orf46,Phenotype,HP:0004296,Is_Associated_With
Gene,EEF1AKMT3,Phenotype,HP:0005339,Is_Associated_With
Gene,ACOT1,Phenotype,HP:0003690,Is_Associated_With
Gene,AJM1,Phenotype,HP:0008751,Is_Associated_With
Gene,C16orf46,Phenotype,HP:0002385,Is_Associated_With
Gene,CHRD,Phenotype,HP:0001133,Is_Associated_With
Gene,AP1S3,Phenotype,HP:0001001,Is_Associated_With
Gene,BASP1,Phenotype,HP:0004979,Is_Associated_With
Gene,C5orf56,Phenotype,HP:0002576,Is_Associated_With
Gene,ANKRD62,Phenotype,HP:0004322,Is_Associated_With
Gene,DPT,Phenotype,HP:0002591,Is_Associated_With
Gene,CALHM3,Phenotype,HP:0000586,Is_Associated_With
Gene,CNBD2,Phenotype,HP:0005986,Is_Associated_With
Gene,BRAP,Phenotype,HP:0002779,Is_Associated_With
Gene,BABAM2,Phenotype,HP:0000567,Is_Associated_With
Gene,CREBRF,Phenotype,HP:0003988,Is_Associated_With
Gene,CDA,Phenotype,HP:0002722,Is_Associated_With
Gene,COPA,Phenotype,HP:0002186,Is_Associated_With
Gene,BRWD3,Phenotype,HP:0006731,Is_Associated_With
Gene,CYP4B1,Phenotype,HP:0000162,Is_Associated_With
Gene,DYM,Phenotype,HP:0000646,Is_Associated_With
Gene,C9orf57,Phenotype,HP:0000283,Is_Associated_With
Gene,CXCL12,Phenotype,HP:0001924,Is_Associated_With
Gene,C17orf102,Phenotype,HP:0000586,Is_Associated_With
Gene,APIP,Phenotype,HP:0001944,Is_Associated_With
Gene,COQ8B,Phenotype,HP:0006392,Is_Associated_With
Gene,DLGAP2,Phenotype,HP:0007549,Is_Associated_With
Gene,DNAJB6,Phenotype,HP:0002385,Is_Associated_With
Gene,CREB3L4,Phenotype,HP:0000998,Is_Associated_With
Gene,AQP1,Phenotype,HP:0002268,Is_Associated_With
Gene,C2orf83,Phenotype,HP:0004180,Is_Associated_With
Gene,BOK,Phenotype,HP:0005464,Is_Associated_With
Gene,B4GALT5,Phenotype,HP:0006256,Is_Associated_With
Gene,CDA,Phenotype,HP:0004940,Is_Associated_With
Gene,CALHM3,Phenotype,HP:0004361,Is_Associated_With
Gene,ATP5MD,Patient,TCGA-GV-A3QK,Is_Mutated_In
Gene,CYP8B1,Patient,TARGET-10-PAKTAL,Is_Mutated_In
Gene,ATOX1,Patient,TCGA-AG-3611,Is_Mutated_In
Gene,CHAF1B,Patient,TCGA-AA-3715,Is_Mutated_In
Gene,DENND1A,Patient,TCGA-BQ-5892,Is_Mutated_In
Gene,CYP4A22,Patient,TCGA-BQ-7055,Is_Mutated_In
Gene,ARHGEF19,Patient,TCGA-5L-AAT1,Is_Mutated_In
Gene,EGF,Patient,1026,Is_Mutated_In
Gene,CREBRF,Patient,TCGA-A8-A08F,Is_Mutated_In
Gene,CHGA,Patient,1003,Is_Mutated_In
Gene,ADAMTS15,Patient,TCGA-AG-3891,Is_Mutated_In
Gene,BAGE3,Patient,TCGA-RL-AAAS,Is_Mutated_In
Gene,DCAF11,Patient,TCGA-BP-4995,Is_Mutated_In
Gene,CLEC11A,Patient,TCGA-G4-6586,Is_Mutated_In
Gene,COPS7B,Patient,TCGA-DK-A3IU,Is_Mutated_In
Gene,CCDC137,Patient,TCGA-GI-A2C8,Is_Mutated_In
Gene,CLEC5A,Patient,TCGA-DW-5560,Is_Mutated_In
Gene,ECSCR,Patient,TCGA-FU-A3TX,Is_Mutated_In
Gene,AIRE,Patient,TCGA-F2-6880,Is_Mutated_In
Gene,CREBRF,Patient,TCGA-DW-7841,Is_Mutated_In
Gene,CD300A,Patient,TCGA-AK-3450,Is_Mutated_In
Gene,ACTL6B,Patient,TCGA-G4-6314,Is_Mutated_In
Gene,C1QTNF7,Patient,TCGA-CD-5813,Is_Mutated_In
Gene,AGBL4,Patient,TCGA-EY-A212,Is_Mutated_In
Gene,BORCS5,Patient,TARGET-10-PAKHZT,Is_Mutated_In
Gene,DUSP13,Patient,TCGA-DV-5574,Is_Mutated_In
Gene,CLCN1,Patient,TCGA-AA-3562,Is_Mutated_In
Gene,ARHGEF19,Patient,TCGA-DQ-7593,Is_Mutated_In
Gene,ATXN3,Patient,TCGA-5L-AAT1,Is_Mutated_In
Gene,C1R,Patient,TCGA-DK-A3IS,Is_Mutated_In
Gene,CEP70,Patient,TCGA-AY-4071,Is_Mutated_In
Gene,BORCS5,Patient,TCGA-CV-7406,Is_Mutated_In
Gene,BMP1,Patient,1016,Is_Mutated_In
Gene,ABCB7,Patient,1025,Is_Mutated_In
Gene,ADGRG2,Patient,TCGA-A8-A08F,Is_Mutated_In
Gene,CLN6,Patient,TCGA-CQ-A4C7,Is_Mutated_In
Gene,CTDSPL,Patient,TCGA-CV-7437,Is_Mutated_In
Gene,ARF5,Patient,TCGA-HT-7604,Is_Mutated_In
Gene,CCDC177,Patient,TCGA-KJ-A3U4,Is_Mutated_In
Gene,C16orf46,Patient,TCGA-HT-A619,Is_Mutated_In
Gene,CTDSPL,Patient,TCGA-12-0653,Is_Mutated_In
Gene,CFDP1,Patient,TCGA-CH-5753,Is_Mutated_In
Gene,AMOT,Patient,TCGA-34-2604,Is_Mutated_In
Gene,CELA2A,Patient,TCGA-BA-4075,Is_Mutated_In
Gene,ATP6V1G1,Patient,1003,Is_Mutated_In
Gene,C16orf92,Patient,TCGA-D1-A3JP,Is_Mutated_In
Gene,AMOT,Patient,TCGA-IK-8125,Is_Mutated_In
Gene,CBLN2,Patient,1016,Is_Mutated_In
Gene,BTBD7,Patient,TCGA-HF-7131,Is_Mutated_In
Gene,COL12A1,Patient,TCGA-AA-3562,Is_Mutated_In
Gene,AMOT,Patient,TCGA-FD-A3NA,Is_Mutated_In
Gene,DEPDC1B,Patient,TCGA-G4-6321,Is_Mutated_In
Gene,BDKRB2,Patient,TCGA-BM-6198,Is_Mutated_In
Gene,C1orf100,Patient,TCGA-AZ-4313,Is_Mutated_In
Gene,B3GLCT,Patient,TCGA-A8-A06T,Is_Mutated_In
Gene,EDF1,Patient,TCGA-AG-3906,Is_Mutated_In
