Source Type,Source ID,Target Type,Target ID,Label
Gene,CIDEB,Cell/Tissue,SIDM00585,Is_DEG_In
Gene,C17orf102,Cell/Tissue,SIDM01112,Is_DEG_In
Gene,CENPT,Cell/Tissue,SIDM00569,Is_DEG_In
Gene,ECSCR,Cell/Tissue,SIDM01039,Is_DEG_In
Gene,CCDC177,Cell/Tissue,SIDM00749,Is_DEG_In
Gene,ALG10,Cell/Tissue,SIDM00355,Is_DEG_In
Gene,CTSS,Cell/Tissue,SIDM00627,Is_DEG_In
Gene,DDX12P,Phenotype,HP:0004307,Is_Associated_With
Gene,ATP5MD,Phenotype,HP:0000567,Is_Associated_With
Gene,EFCC1,Phenotype,HP:0001852,Is_Associated_With
Gene,CDH15,Phenotype,HP:0004180,Is_Associated_With
Gene,CCDC151,Phenotype,HP:0008544,Is_Associated_With
Gene,CCNE2,Phenotype,HP:0000705,Is_Associated_With
Gene,CHCHD4,Phenotype,HP:0000162,Is_Associated_With
Gene,BCS1L,Phenotype,HP:0005339,Is_Associated_With
Gene,C16orf92,Phenotype,HP:0004361,Is_Associated_With
Gene,DPPA4,Phenotype,HP:0008314,Is_Associated_With
Gene,B3GNT3,Phenotype,HP:0005357,Is_Associated_With
Gene,DEFA5,Phenotype,HP:0001852,Is_Associated_With
Gene,ACTR3C,Phenotype,HP:0006392,Is_Associated_With
Gene,CHAF1B,Phenotype,HP:0001107,Is_Associated_With
Gene,CCNE2,Phenotype,HP:0002041,Is_Associated_With
Gene,AZIN2,Phenotype,HP:0002779,Is_Associated_With
Gene,ACOT1,Phenotype,HP:0004997,Is_Associated_With
Gene,CHAF1B,Phenotype,HP:0002779,Is_Associated_With
Gene,AKAP9,Phenotype,HP:0000640,Is_Associated_With
Gene,CTSS,Phenotype,HP:0008046,Is_Associated_With
Gene,DNAH17,Phenotype,HP:0000677,Is_Associated_With
Gene,C5orf56,Phenotype,HP:0008544,Is_Associated_With
Gene,CDH15,Phenotype,HP:0005357,Is_Associated_With
Gene,AKR7A3,Phenotype,HP:0004296,Is_Associated_With
Gene,CLEC20A,Phenotype,HP:0008321,Is_Associated_With
Gene,CLTB,Phenotype,HP:0007501,Is_Associated_With
Gene,CXCL12,Phenotype,HP:0008046,Is_Associated_With
Gene,DEFB127,Phenotype,HP:0002652,Is_Associated_With
Gene,CLDN34,Phenotype,HP:0007530,Is_Associated_With
Gene,C2orf83,Phenotype,HP:0005243,Is_Associated_With
Gene,B4GALT3,Phenotype,HP:0001195,Is_Associated_With
Gene,EFCAB5,Phenotype,HP:0001924,Is_Associated_With
Gene,CALHM3,Phenotype,HP:0000677,Is_Associated_With
Gene,CMTR2,Phenotype,HP:0004831,Is_Associated_With
Gene,CYC1,Phenotype,HP:0001540,Is_Associated_With
Gene,ABCC1,Phenotype,HP:0007549,Is_Associated_With
Gene,BBS5,Phenotype,HP:0000876,Is_Associated_With
Gene,EED,Phenotype,HP:0005318,Is_Associated_With
Gene,CAV2,Phenotype,HP:0004566,Is_Associated_With
Gene,AGPAT2,Phenotype,HP:0005326,Is_Associated_With
Gene,CTXN2,Phenotype,HP:0000656,Is_Associated_With
Gene,COL4A5,Phenotype,HP:0007465,Is_Associated_With
Gene,DYNLT1,Phenotype,HP:0002717,Is_Associated_With
Gene,CCDC28A,Phenotype,HP:0008046,Is_Associated_With
Gene,ACSS2,Phenotype,HP:0007443,Is_Associated_With
Gene,CCL27,Phenotype,HP:0003436,Is_Associated_With
Gene,ABCC1,Phenotype,HP:0003988,Is_Associated_With
Gene,C20orf141,Phenotype,HP:0002186,Is_Associated_With
Gene,ACOT2,Phenotype,HP:0002717,Is_Associated_With
Gene,ADCY6,Phenotype,HP:0005464,Is_Associated_With
Gene,AP1S3,Phenotype,HP:0001852,Is_Associated_With
Gene,ANKRD62,Phenotype,HP:0006392,Is_Associated_With
Gene,DPT,Phenotype,HP:0000640,Is_Associated_With
Gene,ACBD4,Phenotype,HP:0005464,Is_Associated_With
Gene,ECSCR,Phenotype,HP:0007443,Is_Associated_With
Gene,ABCC1,Phenotype,HP:0004622,Is_Associated_With
Gene,DPT,Phenotype,HP:0002652,Is_Associated_With
Gene,DLAT,Phenotype,HP:0002653,Is_Associated_With
Gene,CHIC2,Phenotype,HP:0002354,Is_Associated_With
Gene,BTBD7,Phenotype,HP:0001946,Is_Associated_With
Gene,CCSER1,Phenotype,HP:0002268,Is_Associated_With
Gene,C16orf97,Phenotype,HP:0007443,Is_Associated_With
Gene,BET1L,Phenotype,HP:0003678,Is_Associated_With
Gene,ANKS6,Phenotype,HP:0007443,Is_Associated_With
Gene,CD53,Phenotype,HP:0005339,Is_Associated_With
Gene,CRTC3,Phenotype,HP:0002653,Is_Associated_With
Gene,DDX6,Phenotype,HP:0005326,Is_Associated_With
Gene,AGBL4,Phenotype,HP:0004622,Is_Associated_With
Gene,C1QTNF12,Phenotype,HP:0006256,Is_Associated_With
Gene,COPA,Phenotype,HP:0002103,Is_Associated_With
Gene,CDH6,Phenotype,HP:0003678,Is_Associated_With
Gene,APIP,Phenotype,HP:0000982,Is_Associated_With
Gene,CXCL5,Phenotype,HP:0004592,Is_Associated_With
Gene,DRC3,Phenotype,HP:0004296,Is_Associated_With
Gene,DDX12P,Phenotype,HP:0002213,Is_Associated_With
Gene,CLDND2,Phenotype,HP:0004592,Is_Associated_With
Gene,AIRE,Phenotype,HP:0003690,Is_Associated_With
Gene,CCL26,Phenotype,HP:0005537,Is_Associated_With
Gene,ACTL6B,Phenotype,HP:0004180,Is_Associated_With
Gene,BORCS5,Phenotype,HP:0002385,Is_Associated_With
Gene,CEP135,Phenotype,HP:0005537,Is_Associated_With
Gene,AGPAT2,Phenotype,HP:0003690,Is_Associated_With
Gene,EDF1,Phenotype,HP:0007020,Is_Associated_With
Gene,ARIH2,Phenotype,HP:0002268,Is_Associated_With
Gene,DERL2,Phenotype,HP:0000847,Is_Associated_With
Gene,APELA,Patient,TCGA-DK-A3IV,Is_Mutated_In
Gene,APOA5,Patient,1050,Is_Mutated_In
Gene,CENPT,Patient,TCGA-CV-7437,Is_Mutated_In
Gene,CDX1,Patient,TCGA-CI-6620,Is_Mutated_In
Gene,ASGR2,Patient,TCGA-AA-3715,Is_Mutated_In
Gene,ALX4,Patient,TCGA-BA-4077,Is_Mutated_In
Gene,BTBD9,Patient,1020,Is_Mutated_In
Gene,CENPJ,Patient,TCGA-BP-4158,Is_Mutated_In
Gene,BCS1L,Patient,TCGA-95-7948,Is_Mutated_In
Gene,ECD,Patient,TCGA-AL-3468,Is_Mutated_In
Gene,BRWD3,Patient,TCGA-DQ-7593,Is_Mutated_In
Gene,CEP135,Patient,TCGA-RL-AAAS,Is_Mutated_In
Gene,DRC3,Patient,TCGA-FD-A3NA,Is_Mutated_In
Gene,COQ8B,Patient,1009,Is_Mutated_In
Gene,COL11A2,Patient,TCGA-AA-3979,Is_Mutated_In
Gene,CCL3L1,Patient,TCGA-A6-2682,Is_Mutated_In
Gene,CENPJ,Patient,TCGA-DV-5568,Is_Mutated_In
Gene,CXCL12,Patient,TCGA-CH-5791,Is_Mutated_In
Gene,DCDC2,Patient,TCGA-HQ-A2OF,Is_Mutated_In
Gene,BORCS5,Patient,TCGA-BP-4965,Is_Mutated_In
Gene,ADGRG2,Patient,TARGET-10-PAKHZT,Is_Mutated_In
Gene,AMY1A,Patient,TCGA-12-0653,Is_Mutated_In
Gene,DYM,Patient,TCGA-BQ-7058,Is_Mutated_In
Gene,CHCHD10,Patient,1033,Is_Mutated_In
Gene,CCDC137,Patient,1007,Is_Mutated_In
Gene,C17orf78,Patient,TCGA-AX-A1CR,Is_Mutated_In
Gene,DCTN1,Patient,TCGA-AG-3580,Is_Mutated_In
Gene,CLEC5A,Patient,TCGA-DU-7300,Is_Mutated_In
Gene,CAV2,Patient,TCGA-AA-3979,Is_Mutated_In
Gene,ATG5,Patient,TCGA-AG-4008,Is_Mutated_In
Gene,AGPAT2,Patient,TCGA-CS-6670,Is_Mutated_In
Gene,AKAP10,Patient,TCGA-CJ-5689,Is_Mutated_In
Gene,CHIC2,Patient,TCGA-AA-3950,Is_Mutated_In
Gene,CXCL12,Patient,TCGA-DK-A2I6,Is_Mutated_In
Gene,DERL2,Patient,TCGA-G4-6586,Is_Mutated_In
Gene,CCDC71,Patient,1033,Is_Mutated_In
Gene,ADA2,Patient,TCGA-CS-6670,Is_Mutated_In
Gene,DPT,Patient,TCGA-BQ-5892,Is_Mutated_In
Gene,EFNA4,Patient,TCGA-33-4533,Is_Mutated_In
Gene,EBPL,Patient,TCGA-CH-5764,Is_Mutated_In
Gene,COQ6,Patient,TCGA-DV-5567,Is_Mutated_In
Gene,COX5A,Patient,TCGA-EQ-A4SO,Is_Mutated_In
Gene,AKR1D1,Patient,1023,Is_Mutated_In
Gene,CLCN1,Patient,TCGA-95-7948,Is_Mutated_In
Gene,C11orf86,Patient,TCGA-CM-5863,Is_Mutated_In
Gene,AIRE,Patient,TCGA-DV-5567,Is_Mutated_In
Gene,C1QTNF7,Patient,TCGA-BM-6198,Is_Mutated_In
Gene,CLCN1,Patient,TCGA-XK-AAJ3,Is_Mutated_In
Gene,CELA2A,Patient,TCGA-DV-5573,Is_Mutated_In
Gene,COPA,Patient,TCGA-AG-3580,Is_Mutated_In
Gene,DEFB4A,Patient,TCGA-DW-7836,Is_Mutated_In
Gene,CDH6,Patient,TCGA-DK-A6B2,Is_Mutated_In
Gene,DTD1,Patient,TCGA-94-7033,Is_Mutated_In
Gene,DYNLT1,Patient,TCGA-AA-3950,Is_Mutated_In
Gene,CDX1,Patient,TCGA-AA-3697,Is_Mutated_In
Gene,CCL20,Patient,TCGA-KJ-A3U4,Is_Mutated_In
Gene,DDX6,Patient,1003,Is_Mutated_In
Gene,CDH6,Patient,TCGA-AA-3527,Is_Mutated_In
Gene,DPT,Patient,TCGA-A3-3343,Is_Mutated_In
Gene,CDC37L1,Patient,TCGA-DK-A3IU,Is_Mutated_In
Gene,DTWD2,Patient,TCGA-CU-A0YO,Is_Mutated_In
Gene,C18orf15,Patient,TCGA-AY-4071,Is_Mutated_In
Gene,DPPA4,Patient,TCGA-44-2661,Is_Mutated_In
Gene,CMTR2,Patient,TCGA-CV-7437,Is_Mutated_In
Gene,DRD3,Patient,TCGA-AG-3891,Is_Mutated_In
Gene,CREB3L4,Patient,TCGA-5L-AAT1,Is_Mutated_In
Gene,DEFB125,Patient,TCGA-CQ-7068,Is_Mutated_In
Gene,ARHGAP5-AS1,Patient,TCGA-EO-A3KU,Is_Mutated_In
Gene,ADAMTS15,Patient,TCGA-BT-A3PJ,Is_Mutated_In
Gene,CBLN2,Patient,1030,Is_Mutated_In
Gene,AQP1,Patient,TARGET-10-PAKTAL,Is_Mutated_In
Gene,AMOT,Patient,TCGA-D1-A102,Is_Mutated_In
Gene,BEX1,Patient,1030,Is_Mutated_In
Gene,ALG1,Patient,TCGA-CQ-7067,Is_Mutated_In
Gene,C9orf78,Patient,TCGA-BP-4986,Is_Mutated_In
Gene,DNALI1,Patient,TCGA-F2-7273,Is_Mutated_In
Gene,C1orf100,Patient,TCGA-CV-7437,Is_Mutated_In
Gene,B4GALT5,Patient,TCGA-JW-A5VL,Is_Mutated_In
Gene,ANKRD62,Patient,ER-ABEN,Is_Mutated_In
Gene,CPEB1,Patient,TCGA-G2-A2ES,Is_Mutated_In
Gene,ATP5MD,Patient,TCGA-G5-6235,Is_Mutated_In
Gene,ACSS2,Patient,TCGA-C8-A1HO,Is_Mutated_In
Gene,DISP2,Patient,TCGA-FD-A43P,Is_Mutated_In
Gene,CCDC137,Patient,TCGA-FD-A3NA,Is_Mutated_In
Gene,DLAT,Patient,TCGA-21-1078,Is_Mutated_In
Gene,ABRACL,Patient,TCGA-CQ-A4C7,Is_DEG_In
Gene,CCL3L1,Patient,1012,Is_DEG_In
Gene,BRSK2,Patient,TCGA-BA-4077,Is_DEG_In
Gene,BMP1,Patient,TCGA-EK-A2H0,Is_DEG_In
Gene,COL11A2,Patient,TCGA-CV-7440,Is_DEG_In
Gene,CFDP1,Patient,TCGA-34-2604,Is_DEG_In
Gene,ARHGAP33,Patient,TCGA-AA-3692,Is_DEG_In
Gene,BORCS5,Patient,TCGA-A8-A06T,Is_DEG_In
Gene,CLEC16A,Patient,TCGA-BP-5009,Is_DEG_In
Gene,C3orf22,Patient,TCGA-AA-3556,Is_DEG_In
Gene,CHIC2,Patient,TCGA-12-0653,Is_DEG_In
Gene,CCDC28A,Patient,TCGA-EJ-7123,Is_DEG_In
Gene,AQP1,Patient,TCGA-CS-6670,Is_DEG_In
Gene,CLEC11A,Patient,TCGA-AX-A2HF,Is_DEG_In
Gene,DDX47,Patient,TCGA-CF-A9FM,Is_DEG_In
Gene,AMOT,Patient,TCGA-HQ-A2OF,Is_DEG_In
Gene,CHRNA6,Patient,1025,Is_DEG_In
Gene,AZGP1,Patient,TCGA-HT-7604,Is_DEG_In
Gene,CMTR2,Patient,1023,Is_DEG_In
Gene,APELA,Patient,TCGA-DW-5560,Is_DEG_In
Gene,ATP5MD,Patient,TCGA-BP-4995,Is_DEG_In
Gene,CREBRF,Patient,TCGA-CQ-7067,Is_DEG_In
Gene,CELF6,Patient,TCGA-G5-6235,Is_DEG_In
Gene,APELA,Patient,TCGA-3G-AB0T,Is_DEG_In
Gene,B3GNT3,Patient,TCGA-CQ-A4C7,Is_DEG_In
Gene,ASAP1,Patient,TCGA-EQ-A4SO,Is_DEG_In
Gene,AIRE,Patient,TCGA-AA-3697,Is_DEG_In
Gene,CELA2A,Patient,TCGA-AL-3468,Is_DEG_In
Gene,ATP6V1G1,Patient,TCGA-D1-A102,Is_DEG_In
Gene,COPS7B,Patient,TCGA-XK-AAJ3,Is_DEG_In
Gene,ASAP2,Patient,TCGA-BA-4075,Is_DEG_In
Gene,BDKRB2,Patient,TCGA-J4-A6G3,Is_DEG_In
Gene,CD226,Patient,TCGA-DK-A3IU,Is_DEG_In
Gene,C16orf92,Patient,TCGA-AX-A2HF,Is_DEG_In
Gene,EFCC1,Patient,TCGA-AL-3468,Is_DEG_In
Gene,DCAF11,Patient,TCGA-06-0209,Is_DEG_In
Gene,C9orf57,Patient,TCGA-FD-A43P,Is_DEG_In
Gene,BDKRB2,Patient,TCGA-KJ-A3U4,Is_DEG_In
Gene,CUL9,Patient,TCGA-DV-5573,Is_DEG_In
Gene,CNBD2,Patient,TCGA-CQ-A4C7,Is_DEG_In
Gene,CTSS,Patient,TCGA-21-1078,Is_DEG_In
Gene,BIRC6,Patient,TCGA-A6-4105,Is_DEG_In
Gene,C4orf54,Patient,1050,Is_DEG_In
Gene,ARHGAP33,Patient,TCGA-DV-5567,Is_DEG_In
Gene,CYP4Z2P,Patient,TCGA-AY-4071,Is_DEG_In
Gene,DLGAP2,Patient,TCGA-EO-A3KU,Is_DEG_In
Gene,ACSS2,Patient,TCGA-CV-7406,Is_DEG_In
Gene,EDF1,Patient,TCGA-FD-A3NA,Is_DEG_In
Gene,EFNA4,Patient,ER-ABEN,Is_DEG_In
Gene,CBLN2,Patient,1045,Is_DEG_In
Gene,CT45A5,Patient,TCGA-EQ-A4SO,Is_DEG_In
Gene,ARHGAP5-AS1,Patient,TCGA-A8-A09E,Is_DEG_In
Gene,CCDC71,Patient,TCGA-BQ-5888,Is_DEG_In
Gene,AKAP9,Patient,TCGA-GC-A3BM,Is_DEG_In
Gene,ATP8B1,Patient,TCGA-FG-5962,Is_DEG_In
Gene,CCDC28A,Patient,TCGA-AA-3844,Is_DEG_In
Gene,BRAP,Patient,TCGA-J4-A6G3,Is_DEG_In
Gene,BLCAP,Patient,TCGA-EY-A212,Is_DEG_In
Gene,CDCA3,Patient,TCGA-AX-A1CP,Is_DEG_In
Gene,CUL1,Patient,TCGA-G4-6321,Is_DEG_In
Gene,CCDC177,Patient,TCGA-CN-6021,Is_DEG_In
Gene,BIRC6,Patient,TCGA-D1-A2G5,Is_DEG_In
Gene,CHCHD4,Patient,TCGA-34-2604,Is_DEG_In
Gene,BIRC6,Patient,1033,Is_DEG_In
Gene,EDN2,Patient,TCGA-CN-6024,Is_DEG_In
Gene,ANGPTL5,Patient,TCGA-AL-3468,Is_DEG_In
Gene,ABCC1,Patient,TCGA-CJ-4642,Is_DEG_In
Gene,CCDC181,Patient,TCGA-BQ-7058,Is_DEG_In
Gene,CYP4A22,Patient,TCGA-BP-4988,Is_DEG_In
Gene,COL12A1,Patient,TARGET-10-PAKTAL,Is_DEG_In
Gene,CHRD,Patient,1045,Is_DEG_In
Gene,DPT,Patient,TCGA-DW-7841,Is_DEG_In
Gene,C1orf100,Patient,TCGA-AL-3468,Is_DEG_In
Gene,CCDC71,Patient,TCGA-AA-3979,Is_DEG_In
Gene,APELA,Patient,TCGA-CQ-6225,Is_DEG_In
Gene,AMY1A,Patient,TCGA-CQ-A4C7,Is_DEG_In
Gene,CYSTM1,Patient,TCGA-DU-7300,Is_DEG_In
Gene,CRTC3,Patient,TCGA-A8-A06T,Is_DEG_In
Gene,COL27A1,Patient,TCGA-12-0653,Is_DEG_In
Gene,CLDN34,Patient,TCGA-D1-A3JP,Is_DEG_In
Gene,ASAP2,Patient,TCGA-80-5611,Is_DEG_In
Gene,ASF1A,Patient,TCGA-AA-3692,Is_DEG_In
Gene,CYP4A22,Patient,TCGA-HT-A619,Is_DEG_In
Gene,DELE1,Patient,TCGA-CV-7437,Is_DEG_In
Gene,CHN1,Patient,TCGA-HT-A619,Is_DEG_In
Gene,AP1S3,Pathway,R-RNO-418597,Is_Member_Of
Gene,APIP,Pathway,hsa03420,Is_Member_Of
Gene,CHCHD10,Pathway,R-MMU-69481,Is_Member_Of
Gene,CHN1,Pathway,R-MMU-2142753,Is_Member_Of
Gene,CLDN34,Pathway,hsa04611,Is_Member_Of
Gene,ARHGEF19,Pathway,R-RNO-418346,Is_Member_Of
Gene,E2F1,Pathway,hsa03440,Is_Member_Of
Gene,BORCS5,Pathway,hsa00310,Is_Member_Of
Gene,BET1L,Pathway,R-BTA-975957,Is_Member_Of
Gene,CELA2A,Pathway,hsa03440,Is_Member_Of
Gene,DCAF4,Pathway,R-RNO-418346,Is_Member_Of
Gene,DISP2,Pathway,hsa04024,Is_Member_Of
Gene,CCL26,Pathway,R-RNO-210991,Is_Member_Of
Gene,CLDN34,Pathway,hsa04724,Is_Member_Of
Gene,CSTF2T,Pathway,hsa01100,Is_Member_Of
Gene,ARFGAP3,Pathway,hsa00310,Is_Member_Of
Gene,DUX4L9,Pathway,R-MMU-8849470,Is_Member_Of
Gene,CHST4,Pathway,R-BTA-69541,Is_Member_Of
Gene,CYP4B1,Pathway,hsa00603,Is_Member_Of
Gene,ARHGAP33,Pathway,hsa04725,Is_Member_Of
Gene,CXCL12,Pathway,hsa00052,Is_Member_Of
Gene,C1orf100,Pathway,R-HSA-140342,Is_Member_Of
Gene,CYB5B,Pathway,R-HSA-75815,Is_Member_Of
Gene,DCDC2,Pathway,hsa04962,Is_Member_Of
Gene,C4orf54,Pathway,hsa00010,Is_Member_Of
Gene,CIDEB,Pathway,R-HSA-111471,Is_Member_Of
Gene,ANGPTL5,Pathway,R-RNO-2024101,Is_Member_Of
Gene,CCDC28A,Pathway,hsa04974,Is_Member_Of
Gene,ARHGAP33,Pathway,R-HSA-140342,Is_Member_Of
Gene,DCDC2,Pathway,R-HSA-1679131,Is_Member_Of
Gene,APOA5,Pathway,R-BTA-71403,Is_Member_Of
Gene,AMOT,Pathway,R-RNO-418597,Is_Member_Of
Gene,CHAF1B,Pathway,hsa04725,Is_Member_Of
Gene,CHIC2,Pathway,hsa00020,Is_Member_Of
Gene,CTSS,Pathway,hsa03440,Is_Member_Of
Gene,DENND2A,Pathway,hsa00500,Is_Member_Of
Gene,ALG10,Pathway,R-HSA-110056,Is_Member_Of
Gene,ASAP1,Pathway,R-HSA-983231,Is_Member_Of
Gene,ATP5MD,Pathway,R-BTA-74217,Is_Member_Of
Gene,APELA,Pathway,hsa04512,Is_Member_Of
Gene,APOC4,Pathway,R-RNO-6794361,Is_Member_Of
Gene,CYP4A22,Pathway,R-MMU-8941237,Is_Member_Of
Gene,CDH6,Pathway,R-BTA-5668599,Is_Member_Of
Gene,AZGP1,Pathway,hsa04340,Is_Member_Of
Gene,AKT1S1,Pathway,hsa03440,Is_Member_Of
Gene,AMY2B,Pathway,R-BTA-3214847,Is_Member_Of
Gene,DERL2,Pathway,R-HSA-140837,Is_Member_Of
Gene,CDC20,Pathway,hsa04350,Is_Member_Of
Gene,CLDN34,Pathway,hsa04810,Is_Member_Of
Gene,BMP1,Pathway,hsa04080,Is_Member_Of
Gene,CYP4A22,Pathway,hsa04371,Is_Member_Of
Gene,DEFA5,Pathway,R-HSA-9673218,Is_Member_Of
Gene,CDC37L1,Pathway,R-BTA-2559585,Is_Member_Of
Gene,CLCN1,Pathway,R-MMU-5621575,Is_Member_Of
Gene,B3GLCT,Pathway,hsa01212,Is_Member_Of
Gene,DENND1A,Pathway,R-MMU-5625740,Is_Member_Of
Gene,ANGPTL5,Pathway,R-HSA-3371511,Is_Member_Of
Gene,CCL20,Pathway,R-MMU-165159,Is_Member_Of
Gene,CT45A5,Pathway,R-RNO-380612,Is_Member_Of
Gene,ACD,Pathway,hsa04810,Is_Member_Of
Gene,C4orf46,Pathway,R-HSA-140837,Is_Member_Of
Gene,DPM1,Pathway,hsa03008,Is_Member_Of
Gene,CACNG2,Pathway,R-RNO-5578775,Is_Member_Of
Gene,ARHGEF19,Pathway,R-RNO-110314,Is_Member_Of
Gene,AZGP1,Pathway,R-BTA-3214847,Is_Member_Of
Gene,CSTF2T,Pathway,R-MMU-156588,Is_Member_Of
Gene,AIMP2,Pathway,hsa04371,Is_Member_Of
Gene,BEX5,Pathway,hsa04977,Is_Member_Of
Gene,AMOT,Pathway,R-BTA-400206,Is_Member_Of
Gene,DENND2C,Pathway,hsa04150,Is_Member_Of
Gene,DPPA4,Pathway,hsa04080,Is_Member_Of
Gene,C16orf97,Pathway,hsa04512,Is_Member_Of
Gene,ASF1A,Pathway,hsa04962,Is_Member_Of
Gene,CALHM3,Pathway,hsa00590,Is_Member_Of
Gene,BRWD3,Pathway,hsa04150,Is_Member_Of
Gene,B4GALT5,Pathway,R-MMU-159231,Is_Member_Of
Gene,ASAP2,Pathway,R-BTA-69541,Is_Member_Of
Gene,ACBD4,Pathway,R-HSA-5250955,Is_Member_Of
Gene,CLEC5A,Pathway,R-RNO-201451,Is_Member_Of
Gene,AMY2B,Pathway,R-HSA-167160,Is_Member_Of
Gene,CUL1,Pathway,R-HSA-3371511,Is_Member_Of
Gene,DDI2,Pathway,hsa04144,Is_Member_Of
Gene,CHCHD4,Pathway,hsa00531,Is_Member_Of
Gene,ANKS6,Pathway,hsa00020,Is_Member_Of
Gene,ANLN,Pathway,R-BTA-4551638,Is_Member_Of
Gene,ARHGEF19,Pathway,hsa04928,Is_Member_Of
Gene,DUXB,Pathway,R-BTA-4551638,Is_Member_Of
Gene,BTBD7,Pathway,R-MMU-1483248,Is_Member_Of
Gene,B3GNT3,Pathway,R-MMU-8849470,Is_Member_Of
Gene,CCDC71,Pathway,R-RNO-561048,Is_Member_Of
Gene,CT45A5,Pathway,R-HSA-418359,Is_Member_Of
Gene,DDX12P,Pathway,hsa04142,Is_Member_Of
Gene,COX5A,Pathway,R-MMU-165159,Is_Member_Of
Gene,CBLN2,Pathway,R-RNO-418597,Is_Member_Of
Gene,ARAP1,Pathway,R-RNO-201451,Is_Member_Of
Gene,CHN1,Pathway,hsa04721,Is_Member_Of
Gene,B3GLCT,Pathway,R-HSA-6791461,Is_Member_Of
Gene,ADCY6,Pathway,hsa04024,Is_Member_Of
Gene,CKMT2,Pathway,R-MMU-5357956,Is_Member_Of
Gene,COL27A1,Pathway,hsa04510,Is_Member_Of
Gene,BAGE3,Pathway,hsa04540,Is_Member_Of
Gene,ADH4,Pathway,hsa04540,Is_Member_Of
Gene,ALDH1A3,Pathway,R-RNO-561048,Is_Member_Of
Gene,EFNA4,Pathway,hsa00240,Is_Member_Of
Gene,C18orf15,Pathway,R-MMU-5621575,Is_Member_Of
Gene,BTAF1,Pathway,hsa04260,Is_Member_Of
Gene,ECSCR,Pathway,hsa04350,Is_Member_Of
Gene,CCNE2,Pathway,R-RNO-376176,Is_Member_Of
Gene,CDC20,Pathway,R-HSA-205017,Is_Member_Of
Gene,CHRNA6,Pathway,R-HSA-983231,Is_Member_Of
Gene,CRTC3,Pathway,hsa00280,Is_Member_Of
Gene,BBS5,Pathway,R-MMU-9615017,Is_Member_Of
Gene,EFCAB5,Pathway,R-MMU-418555,Is_Member_Of
Gene,ASF1A,Pathway,R-HSA-983231,Is_Member_Of
Gene,CCDC137,Pathway,hsa00260,Is_Member_Of
Gene,DERL2,Pathway,hsa04913,Is_Member_Of
Gene,ARIH2,Pathway,R-RNO-210991,Is_Member_Of
Gene,DRD3,Pathway,R-HSA-5663020,Is_Member_Of
Gene,CHRNA6,Pathway,R-HSA-432030,Is_Member_Of
Gene,ACSS2,Pathway,hsa03008,Is_Member_Of
Gene,COG2,Pathway,R-HSA-140342,Is_Member_Of
Gene,BASP1,Pathway,R-RNO-380612,Is_Member_Of
Gene,AKR7A3,Pathway,R-MMU-444257,Is_Member_Of
Gene,DENND2C,Pathway,hsa00240,Is_Member_Of
Gene,CCSER1,Pathway,R-HSA-5654687,Is_Member_Of
Gene,CFAP58,Pathway,R-HSA-432030,Is_Member_Of
Gene,C9orf78,Pathway,R-MMU-9020958,Is_Member_Of
Gene,ALG1,Pathway,R-MMU-159231,Is_Member_Of
Gene,ALG10,Pathway,R-RNO-6785631,Is_Member_Of
Gene,CST8,Pathway,R-MMU-141444,Is_Member_Of
Gene,CPEB1,Pathway,hsa00310,Is_Member_Of
Gene,AIRE,Pathway,R-HSA-163680,Is_Member_Of
Gene,DNAJB13,Pathway,hsa04210,Is_Member_Of
Gene,C5orf56,Pathway,R-HSA-9619665,Is_Member_Of
Gene,ADCY2,Pathway,R-HSA-381042,Is_Member_Of
Gene,ALG1,Pathway,R-RNO-380612,Is_Member_Of
Gene,AQP1,Pathway,hsa03410,Is_Member_Of
Gene,CDCA3,Pathway,R-HSA-1679131,Is_Member_Of
Gene,DTD1,Pathway,hsa00260,Is_Member_Of
Gene,C1R,Pathway,hsa00052,Is_Member_Of
Gene,AGPAT2,Pathway,hsa00564,Is_Member_Of
Gene,CREBRF,Pathway,R-HSA-73780,Is_Member_Of
Gene,EFCAB5,Pathway,R-MMU-8941237,Is_Member_Of
Gene,DTWD1,Pathway,hsa00531,Is_Member_Of
Gene,CLEC20A,Pathway,R-HSA-9619665,Is_Member_Of
Gene,ATP5MD,Pathway,R-MMU-9020958,Is_Member_Of
Gene,BABAM2,Pathway,hsa04974,Is_Member_Of
Gene,EDF1,Pathway,hsa04960,Is_Member_Of
Gene,ARTN,Pathway,hsa04510,Is_Member_Of
Gene,CYB5R3,Pathway,R-HSA-5654687,Is_Member_Of
Gene,COL6A1,Pathway,R-BTA-5689896,Is_Member_Of
Gene,CCDC86,Pathway,R-BTA-69541,Is_Member_Of
Gene,ADH4,Pathway,hsa04960,Is_Member_Of
Gene,DLGAP2,Pathway,hsa04962,Is_Member_Of
Gene,B4GALT5,Pathway,R-MMU-1296061,Is_Member_Of
Gene,AK2,Pathway,hsa04024,Is_Member_Of
Gene,C18orf15,Pathway,R-RNO-418597,Is_Member_Of
Gene,CPEB1,Pathway,R-MMU-1296061,Is_Member_Of
Gene,ACOT2,Pathway,hsa04611,Is_Member_Of
Gene,BDKRB2,Pathway,R-MMU-5621575,Is_Member_Of
Gene,ATP5MD,Pathway,hsa04974,Is_Member_Of
Gene,ATAD3B,Pathway,hsa00590,Is_Member_Of
Gene,DNAJB6,Pathway,hsa04142,Is_Member_Of
